"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"fontdrvhost","0","54","2203414552576","3969024","1462272","6248","C:\Windows\system32\fontdrvhost.exe","""fontdrvhost.exe""","System.Diagnostics.Process (wininit)","Microsoft Corporation","0.03125","10.0.17763.3469 (WinBuild.160101.0800)","10.0.17763.3469","Usermode Font Driver Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6648","8",,"False","6/6/2023 6:39:48 AM",,"880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6248","6248","1462272","1462272","91696","91696","1576960","1576960","4075520","4075520","2203416584192","98361344","True","Normal","1462272","1462272","3","0",,"System.Diagnostics.ProcessThreadCollection","54","2203414552576","96329728","False",,,,"3969024","3969024",,"System.Diagnostics.ProcessModule (fontdrvhost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","fontdrvhost","0","","True",,
"fontdrvhost","2","54","2203418812416","5951488","2002944","7200","C:\Windows\system32\fontdrvhost.exe","""fontdrvhost.exe""","System.Diagnostics.Process (winlogon)","Microsoft Corporation","0.234375","10.0.17763.3469 (WinBuild.160101.0800)","10.0.17763.3469","Usermode Font Driver Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6600","8",,"False","6/6/2023 6:40:52 AM",,"3900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","2002944","2002944","100000","100000","2011136","2011136","5955584","5955584","2203419222016","100999168","True","Normal","2002944","2002944","3","2",,"System.Diagnostics.ProcessThreadCollection","54","2203418812416","100589568","False",,,,"5951488","5951488",,"System.Diagnostics.ProcessModule (fontdrvhost.exe)","00:00:00.1093750","00:00:00.2343750","00:00:00.1250000","fontdrvhost","0","","True",,
"git","2","31","4341948416","1216512","671744","4376",,,,,,,,,,"Process",,,"8",,"True",,,"7464",".",,,,"4376","4376","671744","671744","36696","36696","704512","704512","1220608","1220608","4341948416","46981120",,,"671744","671744",,"2",,"System.Diagnostics.ProcessThreadCollection","31","4341948416","46981120","False",,,,"1216512","1216512",,,,,,"git","0","","True",,
"Idle","0","0","8192","8192","57344","272",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","57344","57344","0","0","57344","57344","12288","12288","8192","8192",,,"57344","57344",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"Idle","0","","True",,
"LogonUI","1","479","2203642753024","45158400","10854400","26288","C:\Windows\system32\LogonUI.exe","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd3855 /state1:0x41c64e6d","System.Diagnostics.Process (winlogon)","Microsoft Corporation","0.953125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows Logon User Interface Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6228","13",,"False","6/6/2023 6:39:48 AM",,"424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26288","26288","10854400","10854400","512184","512184","18444288","18444288","49704960","49704960","2203647602688","329379840","True","High","10854400","10854400","3","1",,"System.Diagnostics.ProcessThreadCollection","479","2203642753024","324530176","False",,,,"45158400","45158400",,"System.Diagnostics.ProcessModule (LogonUI.exe)","00:00:00.4062500","00:00:00.9531250","00:00:00.5468750","LogonUI","0","","True",,
"lsass","0","1235","2203407409152","18640896","7852032","24032","C:\Windows\system32\lsass.exe","C:\Windows\system32\lsass.exe","System.Diagnostics.Process (wininit)","Microsoft Corporation","6.640625","10.0.17763.3532 (WinBuild.160101.0800)","10.0.17763.3532","Local Security Authority Process","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7220","9",,"False","6/6/2023 6:39:48 AM",,"700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24032","24032","7852032","7852032","134536","134536","7921664","7921664","19161088","19161088","2203409833984","91611136","True","Normal","7852032","7852032","3","0",,"System.Diagnostics.ProcessThreadCollection","1235","2203407409152","89186304","False",,,,"18640896","18640896",,"System.Diagnostics.ProcessModule (lsass.exe)","00:00:03.1718750","00:00:06.6406250","00:00:03.4687500","lsass","0","","True",,
"msdtc","0","233","2203405828096","10977280","2977792","13352","C:\Windows\System32\msdtc.exe","C:\Windows\System32\msdtc.exe","System.Diagnostics.Process (services)","Microsoft Corporation","0.109375","2001.12.10941.16384 (WinBuild.160101.0800)","10.0.17763.1","Microsoft Distributed Transaction Coordinator Service","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6620","8",,"False","6/6/2023 6:41:52 AM",,"3340",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13352","13352","2977792","2977792","94840","94840","3588096","3588096","11591680","11591680","2203407925248","89702400","True","Normal","2977792","2977792","3","0",,"System.Diagnostics.ProcessThreadCollection","233","2203405828096","87605248","False",,,,"10977280","10977280",,"System.Diagnostics.ProcessModule (msdtc.exe)","00:00:00.0625000","00:00:00.1093750","00:00:00.0468750","msdtc","0","","True",,
"MsMpEng","0","829","2203972849664","248602624","291229696","92288",,,,,"273.65625",,,,,"Process",,,"8",,"False","6/6/2023 6:51:30 AM",,"4784",".",,,,"92288","92288","291229696","291229696","606200","606200","814985216","814985216","750166016","750166016","2204499595264","1181372416",,,"291229696","291229696",,"0",,"System.Diagnostics.ProcessThreadCollection","829","2203972849664","654626816","False",,,,"248602624","248602624",,,"00:00:38.4687500","00:04:33.6562500","00:03:55.1875000","MsMpEng","0","","True",,
"MsSense","0","1011","2203657437184","141193216","110817280","46624",,,,,"325.609375",,,,,"Process",,,"8",,"False","6/6/2023 6:39:50 AM",,"2772",".",,,,"46624","46624","110817280","110817280","368352","368352","137797632","137797632","165847040","165847040","2203815895040","497672192",,,"110817280","110817280",,"0",,"System.Diagnostics.ProcessThreadCollection","1011","2203657437184","339214336","False",,,,"141193216","141193216",,,"00:00:24.8906250","00:05:25.6093750","00:05:00.7187500","MsSense","0","","True",,
"NisSrv","0","222","2203436736512","12582912","5287936","12360",,,,,"1.140625",,,,,"Process",,,"8",,"False","6/6/2023 6:51:40 AM",,"7532",".",,,,"12360","12360","5287936","5287936","147784","147784","5603328","5603328","12734464","12734464","2203442454528","124231680",,,"5287936","5287936",,"0",,"System.Diagnostics.ProcessThreadCollection","222","2203436736512","118513664","False",,,,"12582912","12582912",,,"00:00:00.3593750","00:00:01.1406250","00:00:00.7812500","NisSrv","0","","True",,
"powershell","2","450","2204016103424","95797248","77410304","27288","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile","System.Diagnostics.Process (pwsh)","Microsoft Corporation","1.34375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10020","8",,"False","6/6/2023 10:33:44 AM",,"7308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27288","27288","77410304","77410304","504672","504672","119705600","119705600","136925184","136925184","2204030509056","712286208","True","Normal","77410304","77410304","3","2",,"System.Diagnostics.ProcessThreadCollection","450","2204016103424","697880576","False",,,,"95797248","95797248",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:00.3281250","00:00:01.3437500","00:00:01.0156250","powershell","0","","True",,
"powershell_ise","2","1450","5359099904","281862144","206610432","110040","C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe","""C:\Windows\system32\WindowsPowerShell\v1.0\PowerShell_ISE.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","63.0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows PowerShell ISE","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7084","8",,"False","6/6/2023 6:44:37 AM",,"2816",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","110040","110040","206610432","206610432","949400","949400","236453888","236453888","310161408","310161408","5605965824","1310998528","True","Normal","206610432","206610432","3","2",,"System.Diagnostics.ProcessThreadCollection","1450","5359099904","1064132608","False",,,,"281862144","281862144",,"System.Diagnostics.ProcessModule (PowerShell_ISE.exe)","00:00:15.9375000","00:01:03.0625000","00:00:47.1250000","powershell_ise","131642","Administrator: Windows PowerShell ISE","True",,
"pwsh","2","1408","2481162104832","276258816","147849216","159048","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -NoProfile -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\adminuser\.vscode\extensions\ms-vscode.powershell-2023.5.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2023.5.0' -AdditionalModules @('PowerShellEditorServices.VSCode') -BundledModulesPath 'c:\Users\adminuser\.vscode\extensions\ms-vscode.powershell-2023.5.0\modules' -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2023.5.0
Copyright (c) Microsoft Corporation.

https://aka.ms/vscode-powershell
Type 'help' to get help.
\"" -LogLevel 'Normal' -LogPath 'c:\Users\adminuser\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\logs\1686034417-70855509-dd99-4a28-8ffc-ee6ef90036951686034413020\EditorServices.log' -SessionDetailsPath 'c:\Users\adminuser\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-6132-345246.json' -FeatureFlags @() ""","System.Diagnostics.Process (winpty-agent)","Microsoft Corporation","55.078125","7.3.4.500","7.3.4 SHA: b59f05d5a1b2fceca231f75c53c203a02edf6203","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6940","8",,"False","6/6/2023 6:53:44 AM",,"2720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","159048","159048","147849216","147849216","705416","705416","147849216","147849216","276262912","276262912","2481309388800","-1181708288","True","Normal","147849216","147849216","3","2",,"System.Diagnostics.ProcessThreadCollection","1408","2481162104832","-1328992256","False",,,,"276258816","276258816",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:14.5781250","00:00:55.1250000","00:00:40.5468750","pwsh","0","","True",,
"pwsh","2","699","2481010094080","97411072","32505856","72248","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -WorkingDirectory ~","System.Diagnostics.Process (explorer)","Microsoft Corporation","1.984375","7.3.4.500","7.3.4 SHA: b59f05d5a1b2fceca231f75c53c203a02edf6203","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8208","8",,"False","6/6/2023 9:31:49 AM",,"2748",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","72248","72248","32505856","32505856","495152","495152","34328576","34328576","97452032","97452032","2481026097152","-1464999936","True","Normal","32505856","32505856","3","2",,"System.Diagnostics.ProcessThreadCollection","699","2481010094080","-1481003008","False",,,,"97411072","97411072",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:00.4843750","00:00:01.9843750","00:00:01.5000000","pwsh","918208","Administrator: PowerShell 7 (x64)","True",,
"pwsh","2","814","2481009119232","106364928","37888000","78504","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe""","System.Diagnostics.Process (winpty-agent)","Microsoft Corporation","3.34375","7.3.4.500","7.3.4 SHA: b59f05d5a1b2fceca231f75c53c203a02edf6203","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4964","8",,"False","6/6/2023 10:14:29 AM",,"6204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","78504","78504","37888000","37888000","492464","492464","40538112","40538112","108093440","108093440","2481021710336","-1469386752","True","Normal","37888000","37888000","3","2",,"System.Diagnostics.ProcessThreadCollection","814","2481009119232","-1481977856","False",,,,"106364928","106364928",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:00.6250000","00:00:03.3437500","00:00:02.7187500","pwsh","0","","True",,
"rdpclip","2","333","2203464142848","12910592","2740224","13984","C:\Windows\System32\rdpclip.exe","rdpclip","System.Diagnostics.Process (svchost)","Microsoft Corporation","3.0625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","RDP Clipboard Monitor","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6948","8",,"False","6/6/2023 6:40:54 AM",,"1516",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13984","13984","2740224","2740224","227304","227304","6324224","6324224","15257600","15257600","2203469287424","151064576","True","Normal","2740224","2740224","3","2",,"System.Diagnostics.ProcessThreadCollection","333","2203464142848","145920000","False",,,,"12910592","12910592",,"System.Diagnostics.ProcessModule (rdpclip.exe)","00:00:02.6250000","00:00:03.0625000","00:00:00.4375000","rdpclip","0","","True",,
"Registry","0","0","93323264","73003008","1216512","7480",,,,,"0.796875",,,,,"Process",,,"8",,"False","6/6/2023 6:39:44 AM",,"84",".",,,,"7480","7480","1216512","1216512","186496","186496","17227776","17227776","138612736","138612736","156237824","156237824",,,"1216512","1216512",,"0",,"System.Diagnostics.ProcessThreadCollection","0","93323264","93323264","False",,,,"73003008","73003008",,,"00:00:00.7968750","00:00:00.7968750","00:00:00","Registry","0","","True",,
"RuntimeBroker","2","525","2203554385920","37355520","12881920","24848","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","2.21875","10.0.17763.2989 (WinBuild.160101.0800)","10.0.17763.2989","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6776","8",,"False","6/6/2023 6:41:08 AM",,"1400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24848","24848","12881920","12881920","344760","344760","25878528","25878528","45277184","45277184","2203562901504","244678656","True","Normal","12881920","12881920","3","2",,"System.Diagnostics.ProcessThreadCollection","525","2203554385920","236163072","False",,,,"37355520","37355520",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.3593750","00:00:02.2187500","00:00:00.8593750","RuntimeBroker","0","","True",,
"RuntimeBroker","2","325","2203473440768","21987328","5373952","16584","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.53125","10.0.17763.2989 (WinBuild.160101.0800)","10.0.17763.2989","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8456","8",,"False","6/6/2023 6:41:15 AM",,"5516",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16584","16584","5373952","5373952","237280","237280","6324224","6324224","24125440","24125440","2203483930624","165707776","True","Normal","5373952","5373952","3","2",,"System.Diagnostics.ProcessThreadCollection","325","2203473440768","155217920","False",,,,"21987328","21987328",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.3750000","00:00:00.5312500","00:00:00.1562500","RuntimeBroker","0","","True",,
"RuntimeBroker","2","242","2203458347008","15007744","3473408","12832","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.109375","10.0.17763.2989 (WinBuild.160101.0800)","10.0.17763.2989","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7916","8",,"False","6/6/2023 6:41:06 AM",,"6036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12832","12832","3473408","3473408","211208","211208","5967872","5967872","22024192","22024192","2203508715520","190492672","True","Normal","3473408","3473408","3","2",,"System.Diagnostics.ProcessThreadCollection","242","2203458347008","140124160","False",,,,"15007744","15007744",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0468750","00:00:00.1093750","00:00:00.0625000","RuntimeBroker","0","","True",,
"SearchUI","2","1323","2238633295872","176422912","102559744","79200","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca","System.Diagnostics.Process (svchost)","Microsoft Corporation","7.609375","10.0.17763.1728 (WinBuild.160101.0800)","10.0.17763.1728","Search and Cortana application","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4720","8",,"False","6/6/2023 6:41:06 AM",,"6012",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","79200","79200","102559744","102559744","960160","960160","117362688","117362688","191614976","191614976","2238647488512","969527296","True","Normal","102559744","102559744","3","2",,"System.Diagnostics.ProcessThreadCollection","1323","2238633295872","955334656","False",,,,"176422912","176422912",,"System.Diagnostics.ProcessModule (SearchUI.exe)","00:00:01.8125000","00:00:07.6093750","00:00:05.7968750","SearchUI","0","","True",,
"SenseIR","0","329","2203439157248","13668352","4415488","12264",,,,,"0.09375",,,,,"Process",,,"8",,"False","6/6/2023 11:12:12 AM",,"5012",".",,,,"12264","12264","4415488","4415488","189608","189608","4829184","4829184","14155776","14155776","2203443965952","125743104",,,"4415488","4415488",,"0",,"System.Diagnostics.ProcessThreadCollection","329","2203439157248","120934400","False",,,,"13668352","13668352",,,"00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","SenseIR","0","","True",,
